date	colcap
29/08/2008	992.25
01/9/08	1025.10
02/9/08	1022.45
03/9/08	1017.24
04/9/08	1005.96
05/9/08	998.95
08/9/08	1010.74
09/9/08	1010.52
10/9/08	1012.76
11/9/08	1025.82
12/9/08	1023.76
15/09/2008	1003.92
16/09/2008	967.46
17/09/2008	950.39
18/09/2008	949.69
19/09/2008	985.09
22/09/2008	983.04
23/09/2008	963.83
24/09/2008	976.22
25/09/2008	989.68
26/09/2008	983.87
29/09/2008	960.91
30/09/2008	973.53
01/10/08	975.83
02/10/08	965.86
03/10/08	966.14
06/10/08	921.90
07/10/08	915.05
08/10/08	888.02
09/10/08	868.42
10/10/08	794.28
14/10/2008	866.75
15/10/2008	815.07
16/10/2008	782.85
17/10/2008	805.00
20/10/2008	811.15
21/10/2008	808.09
22/10/2008	766.03
23/10/2008	739.72
24/10/2008	706.58
27/10/2008	686.65
28/10/2008	714.55
29/10/2008	750.92
30/10/2008	778.19
31/10/2008	788.73
04/11/08	803.11
05/11/08	778.69
06/11/08	744.27
07/11/08	774.58
10/11/08	774.07
11/11/08	767.34
12/11/08	754.76
13/11/2008	751.10
14/11/2008	776.94
18/11/2008	758.96
19/11/2008	758.74
20/11/2008	751.77
21/11/2008	746.14
24/11/2008	770.49
25/11/2008	774.57
26/11/2008	791.40
27/11/2008	803.86
28/11/2008	803.11
01/12/08	789.27
02/12/08	796.58
03/12/08	816.16
04/12/08	821.92
05/12/08	816.88
09/12/08	840.76
10/12/08	859.49
11/12/08	865.83
12/12/08	861.74
15/12/2008	867.99
16/12/2008	866.41
17/12/2008	865.11
18/12/2008	856.54
19/12/2008	854.92
22/12/2008	856.97
23/12/2008	856.19
24/12/2008	851.17
26/12/2008	850.40
29/12/2008	845.09
30/12/2008	851.35
02/1/09	861.17
05/1/09	862.25
06/1/09	882.45
07/1/09	870.55
08/1/09	873.31
09/1/09	873.09
13/01/2009	871.84
14/01/2009	855.91
15/01/2009	844.78
16/01/2009	846.51
19/01/2009	849.06
20/01/2009	837.39
21/01/2009	832.92
22/01/2009	831.82
23/01/2009	833.91
26/01/2009	845.42
27/01/2009	849.95
28/01/2009	865.44
29/01/2009	862.40
30/01/2009	869.80
02/2/09	861.60
03/2/09	865.77
04/2/09	871.25
05/2/09	872.46
06/2/09	884.27
09/2/09	886.37
10/2/09	879.72
11/2/09	874.27
12/2/09	865.27
13/02/2009	879.41
16/02/2009	875.43
17/02/2009	857.65
18/02/2009	848.07
19/02/2009	849.20
20/02/2009	834.24
23/02/2009	831.19
24/02/2009	825.17
25/02/2009	833.07
26/02/2009	845.42
27/02/2009	852.16
02/3/09	831.95
03/3/09	836.43
04/3/09	847.72
05/3/09	836.56
06/3/09	839.26
09/3/09	837.87
10/3/09	849.64
11/3/09	844.10
12/3/09	849.28
13/03/2009	853.48
16/03/2009	860.68
17/03/2009	858.04
18/03/2009	861.29
19/03/2009	870.05
20/03/2009	865.59
24/03/2009	876.42
25/03/2009	876.51
26/03/2009	874.55
27/03/2009	873.16
30/03/2009	862.14
31/03/2009	874.21
01/4/09	878.12
02/4/09	891.09
03/4/09	887.26
06/4/09	886.41
07/4/09	887.58
08/4/09	882.87
13/04/2009	879.78
14/04/2009	884.57
15/04/2009	888.74
16/04/2009	889.61
17/04/2009	885.00
20/04/2009	878.58
21/04/2009	880.40
22/04/2009	881.55
23/04/2009	891.19
24/04/2009	914.93
27/04/2009	912.50
28/04/2009	918.25
29/04/2009	933.82
30/04/2009	931.93
04/5/09	947.85
05/5/09	953.11
06/5/09	960.78
07/5/09	973.07
08/5/09	1004.96
11/5/09	996.84
12/5/09	1003.38
13/05/2009	989.00
14/05/2009	1001.37
15/05/2009	1001.45
18/05/2009	1012.19
19/05/2009	1022.41
20/05/2009	1024.78
